species_pair,phylogeny,group,total,HGT,non_HGT
32_1-48_2,0.19199202099999943,within,1265,664,601
32_1-48_2,0.19199202099999943,between,555967,62650,493317
32_1-4_1,0.9009548769999998,within,36,0,36
32_1-4_1,0.9009548769999998,between,2434,160,2274
32_1-52_1,0.194068009,within,90,39,51
32_1-52_1,0.194068009,between,33502,2598,30904
32_1-62_1,1.7869835509999998,within,90,0,90
32_1-62_1,1.7869835509999998,between,3862,0,3862
32_1-66_5,1.8083963059999997,within,2668,9,2659
32_1-66_5,1.8083963059999997,between,1255550,166,1255384
32_1-67_2,1.8078680039999997,within,82,0,82
32_1-67_2,1.8078680039999997,between,7328,0,7328
32_1-69_1,1.8055482619999996,within,30,0,30
32_1-69_1,1.8055482619999996,between,9850,0,9850
32_1-69_3,1.8070529479999995,within,23,0,23
32_1-69_3,1.8070529479999995,between,2941,0,2941
32_1-70_1,1.8077977439999997,within,46,0,46
32_1-70_1,1.8077977439999997,between,2918,0,2918
32_1-72_1,1.8011349479999998,within,25,0,25
32_1-72_1,1.8011349479999998,between,6397,0,6397
32_1-75_1,1.7939660359999998,within,162,0,162
32_1-75_1,1.7939660359999998,between,6260,0,6260
32_1-77_2,1.7932291779999996,within,23,0,23
32_1-77_2,1.7932291779999996,between,7387,0,7387
32_1-8_1,1.0552711029999997,within,38,0,38
32_1-8_1,1.0552711029999997,between,1938,91,1847
32_1-90_1,2.2787105309999993,within,75,0,75
32_1-90_1,2.2787105309999993,between,58217,0,58217
32_1-96_1,2.4387363789999994,within,197,0,197
32_1-96_1,2.4387363789999994,between,130713,4,130709
32_1-97_1,2.4708844599999993,within,242,0,242
32_1-97_1,2.4708844599999993,between,141536,0,141536
330_1-334_1,0.24290461300000032,within,44,0,44
330_1-334_1,0.24290461300000032,between,51616,0,51616
330_1-334_3,0.2500509769999999,within,22,0,22
330_1-334_3,0.2500509769999999,between,28202,0,28202
330_1-335_1,0.24010811600000004,within,826,0,826
330_1-335_1,0.24010811600000004,between,734384,0,734384
330_1-336_1,0.258096664,within,26,0,26
330_1-336_1,0.258096664,between,16606,0,16606
330_1-338_1,0.2742738979999997,within,936,0,936
330_1-338_1,0.2742738979999997,between,482148,0,482148
330_1-39_5,1.926698097,within,96,0,96
330_1-39_5,1.926698097,between,24978,0,24978
330_1-42_2,1.917397743,within,90,0,90
330_1-42_2,1.917397743,between,36828,0,36828
330_1-43_1,1.923986753,within,109,0,109
330_1-43_1,1.923986753,between,27863,0,27863
330_1-44_1,1.9290588909999995,within,82,0,82
330_1-44_1,1.9290588909999995,between,31670,0,31670
330_1-44_3,1.929769331,within,68,0,68
330_1-44_3,1.929769331,between,64696,0,64696
330_1-44_4,1.938331057,within,33,0,33
330_1-44_4,1.938331057,between,3747,0,3747
330_1-45_1,2.009235643999999,within,566,0,566
330_1-45_1,2.009235643999999,between,248410,0,248410
330_1-46_1,1.8778590199999996,within,163,0,163
330_1-46_1,1.8778590199999996,between,83249,0,83249
330_1-48_1,1.944885091,within,42,0,42
330_1-48_1,1.944885091,between,336,0,336
330_1-48_2,1.94008102,within,203,0,203
330_1-48_2,1.94008102,between,141925,0,141925
330_1-66_5,1.551583197,within,523,0,523
330_1-66_5,1.551583197,between,320399,0,320399
330_1-92_1,1.8807668819999992,within,24,0,24
330_1-92_1,1.8807668819999992,between,4764,0,4764
330_1-96_1,1.977675864,within,126,0,126
330_1-96_1,1.977675864,between,33264,0,33264
330_1-97_1,2.009823945,within,109,2,107
330_1-97_1,2.009823945,between,36053,124,35929
331_1-333_1,0.2054625520000002,within,54,0,54
331_1-333_1,0.2054625520000002,between,1146,0,1146
331_1-335_1,0.21868421499999968,within,200,0,200
331_1-335_1,0.21868421499999968,between,139840,0,139840
331_1-338_1,0.2528499970000002,within,115,0,115
331_1-338_1,0.2528499970000002,between,91901,0,91901
331_1-44_1,1.90763499,within,30,0,30
331_1-44_1,1.90763499,between,6018,0,6018
331_1-45_1,1.9878117429999995,within,36,0,36
331_1-45_1,1.9878117429999995,between,47388,0,47388
331_1-46_1,1.856435119,within,23,0,23
331_1-46_1,1.856435119,between,15865,0,15865
331_1-48_2,1.918657119,within,55,0,55
331_1-48_2,1.918657119,between,27017,0,27017
331_1-66_5,1.530159296,within,34,0,34
331_1-66_5,1.530159296,between,61094,0,61094
331_1-96_1,1.956251963,within,25,0,25
331_1-96_1,1.956251963,between,6335,0,6335
332_1-334_1,0.2175975280000002,within,34,0,34
332_1-334_1,0.2175975280000002,between,25796,1,25795
332_1-335_1,0.21480103099999992,within,638,8,630
332_1-335_1,0.21480103099999992,between,366967,22,366945
332_1-338_1,0.16336147300000017,within,269,0,269
332_1-338_1,0.16336147300000017,between,241273,18,241255
332_1-42_2,1.94401011,within,27,0,27
332_1-42_2,1.94401011,between,18432,0,18432
332_1-43_1,1.9505991200000004,within,42,0,42
332_1-43_1,1.9505991200000004,between,13944,0,13944
332_1-44_1,1.9556712579999995,within,26,0,26
332_1-44_1,1.9556712579999995,between,15850,0,15850
332_1-45_1,2.0358480109999997,within,126,0,126
332_1-45_1,2.0358480109999997,between,124362,0,124362
332_1-46_1,1.904471387,within,68,0,68
332_1-46_1,1.904471387,between,41638,0,41638
332_1-48_2,1.966693387,within,62,0,62
332_1-48_2,1.966693387,between,71002,0,71002
332_1-66_5,1.5781955640000005,within,208,0,208
332_1-66_5,1.5781955640000005,between,160253,0,160253
332_1-92_1,1.9073792489999997,within,21,0,21
332_1-92_1,1.9073792489999997,between,2373,0,2373
332_1-96_1,2.0042882310000003,within,53,0,53
332_1-96_1,2.0042882310000003,between,16642,0,16642
333_1-335_1,0.06535590699999982,within,176,0,176
333_1-335_1,0.06535590699999982,between,291574,0,291574
333_1-338_1,0.1878081009999999,within,84,0,84
333_1-338_1,0.1878081009999999,between,191616,0,191616
333_1-42_2,1.882851398,within,26,0,26
333_1-42_2,1.882851398,between,14624,0,14624
333_1-44_3,1.895222986,within,33,0,33
333_1-44_3,1.895222986,between,25667,0,25667
333_1-45_1,1.9746892989999991,within,38,0,38
333_1-45_1,1.9746892989999991,between,98762,0,98762
333_1-46_1,1.8433126749999995,within,31,0,31
333_1-46_1,1.8433126749999995,between,33069,0,33069
333_1-48_2,1.905534675,within,76,0,76
333_1-48_2,1.905534675,between,56324,0,56324
333_1-66_5,1.5170368520000002,within,140,0,140
333_1-66_5,1.5170368520000002,between,127210,0,127210
333_1-90_1,1.7831036709999994,within,69,0,69
333_1-90_1,1.7831036709999994,between,5831,0,5831
334_1-334_2,0.02530097600000003,within,66,0,66
334_1-334_2,0.02530097600000003,between,754,0,754
334_1-334_3,0.02802175599999978,within,40,2,38
334_1-334_3,0.02802175599999978,between,91800,413,91387
334_1-335_1,0.05355073100000007,within,2467,119,2348
334_1-335_1,0.05355073100000007,between,2389883,1167,2388716
334_1-336_1,0.18764902699999997,within,208,0,208
334_1-336_1,0.18764902699999997,between,53912,0,53912
334_1-338_1,0.20382626100000012,within,3268,83,3185
334_1-338_1,0.20382626100000012,between,1568672,956,1567716
334_1-34_1,1.804057708,within,35,0,35
334_1-34_1,1.804057708,between,6935,0,6935
334_1-36_1,1.916025846,within,48,0,48
334_1-36_1,1.916025846,between,17172,0,17172
334_1-37_1,1.909562259,within,46,0,46
334_1-37_1,1.909562259,between,18404,0,18404
334_1-39_5,1.9081699119999995,within,152,0,152
334_1-39_5,1.9081699119999995,between,81438,0,81438
334_1-40_1,1.9049808000000004,within,37,0,37
334_1-40_1,1.9049808000000004,between,12263,0,12263
334_1-42_2,1.898869558,within,228,1,227
334_1-42_2,1.898869558,between,119902,0,119902
334_1-43_1,1.905458568,within,197,0,197
334_1-43_1,1.905458568,between,90823,0,90823
334_1-44_1,1.910530706,within,296,0,296
334_1-44_1,1.910530706,between,103024,0,103024
334_1-44_3,1.911241146,within,517,0,517
334_1-44_3,1.911241146,between,210223,2,210221
334_1-45_1,1.990707459,within,1978,1,1977
334_1-45_1,1.990707459,between,808182,0,808182
334_1-46_1,1.859330835,within,500,0,500
334_1-46_1,1.859330835,between,270920,0,270920
334_1-48_2,1.9215528349999995,within,893,2,891
334_1-48_2,1.9215528349999995,between,461587,1,461586
334_1-50_1,1.916515752,within,29,0,29
334_1-50_1,1.916515752,between,22931,0,22931
334_1-52_1,1.9236288230000005,within,97,0,97
334_1-52_1,1.9236288230000005,between,27783,0,27783
334_1-66_3,1.5400972280000005,within,115,11,104
334_1-66_3,1.5400972280000005,between,17925,0,17925
334_1-66_5,1.533055012,within,1396,0,1396
334_1-66_5,1.533055012,between,1042874,0,1042874
334_1-75_1,1.5186247420000003,within,42,0,42
334_1-75_1,1.5186247420000003,between,5288,0,5288
334_1-77_2,1.517887884,within,39,0,39
334_1-77_2,1.517887884,between,6111,0,6111
334_1-90_1,1.7991218309999997,within,110,0,110
334_1-90_1,1.7991218309999997,between,48270,0,48270
334_1-92_1,1.862238697,within,27,0,27
334_1-92_1,1.862238697,between,15553,10,15543
334_1-96_1,1.959147679,within,203,0,203
334_1-96_1,1.959147679,between,108447,64,108383
334_1-97_1,1.9912957599999996,within,270,0,270
334_1-97_1,1.9912957599999996,between,117400,0,117400
334_3-335_1,0.06069709499999964,within,2137,59,2078
334_3-335_1,0.06069709499999964,between,1304903,1024,1303879
334_3-338_1,0.21097262500000016,within,1262,61,1201
334_3-338_1,0.21097262500000016,between,857554,871,856683
334_3-39_2,1.910553279,within,24,0,24
334_3-39_2,1.910553279,between,12072,0,12072
334_3-39_5,1.915316276,within,37,0,37
334_3-39_5,1.915316276,between,44539,0,44539
334_3-42_2,1.9060159219999997,within,45,0,45
334_3-42_2,1.9060159219999997,between,65587,0,65587
334_3-43_1,1.912604932,within,41,0,41
334_3-43_1,1.912604932,between,49687,0,49687
334_3-44_1,1.9176770699999997,within,35,0,35
334_3-44_1,1.9176770699999997,between,56413,0,56413
334_3-44_3,1.91838751,within,74,0,74
334_3-44_3,1.91838751,between,115062,0,115062
334_3-45_1,1.9978538229999996,within,409,0,409
334_3-45_1,1.9978538229999996,between,442215,0,442215
334_3-46_1,1.866477199,within,159,0,159
334_3-46_1,1.866477199,between,148129,0,148129
334_3-48_2,1.928699199,within,246,0,246
334_3-48_2,1.928699199,between,252426,0,252426
334_3-66_5,1.540201376,within,1064,0,1064
334_3-66_5,1.540201376,between,569464,1,569463
334_3-96_1,1.966294043,within,43,0,43
334_3-96_1,1.966294043,between,59317,0,59317
334_3-97_1,1.9984421239999997,within,45,0,45
334_3-97_1,1.9984421239999997,between,64243,0,64243
335_1-336_1,0.18485252999999968,within,852,4,848
335_1-336_1,0.18485252999999968,between,769368,84,769284
335_1-338_1,0.20102976399999983,within,46961,1106,45855
335_1-338_1,0.20102976399999983,between,22324429,48765,22275664
335_1-33_1,1.895091957,within,351,0,351
335_1-33_1,1.895091957,between,215544,0,215544
335_1-34_1,1.8012612109999997,within,154,0,154
335_1-34_1,1.8012612109999997,between,99041,0,99041
335_1-36_1,1.9132293489999996,within,354,0,354
335_1-36_1,1.9132293489999996,between,244716,0,244716
335_1-37_1,1.906765762,within,497,0,497
335_1-37_1,1.906765762,between,262078,2,262076
335_1-38_1,1.89265687,within,44,0,44
335_1-38_1,1.89265687,between,23296,0,23296
335_1-39_2,1.900610418,within,507,0,507
335_1-39_2,1.900610418,between,314583,2,314581
335_1-39_3,1.9068175319999996,within,34,0,34
335_1-39_3,1.9068175319999996,between,29141,0,29141
335_1-39_4,1.903512543,within,581,0,581
335_1-39_4,1.903512543,between,86944,0,86944
335_1-39_5,1.9053734149999997,within,1853,0,1853
335_1-39_5,1.9053734149999997,between,1159312,9,1159303
335_1-40_1,1.902184303,within,223,0,223
335_1-40_1,1.902184303,between,174827,1,174826
335_1-41_1,1.909906104,within,47,0,47
335_1-41_1,1.909906104,between,46633,0,46633
335_1-42_1,1.8968653399999995,within,273,0,273
335_1-42_1,1.8968653399999995,between,168942,2,168940
335_1-42_2,1.896073061,within,2689,1,2688
335_1-42_2,1.896073061,between,1706966,16,1706950
335_1-43_1,1.9026620709999995,within,1775,0,1775
335_1-43_1,1.9026620709999995,between,1293595,20,1293575
335_1-44_1,1.907734209,within,3450,6,3444
335_1-44_1,1.907734209,between,1466970,23,1466947
335_1-44_3,1.9084446489999995,within,5352,29,5323
335_1-44_3,1.9084446489999995,between,2993838,38,2993800
335_1-44_4,1.9170063749999997,within,53,0,53
335_1-44_4,1.9170063749999997,between,174997,0,174997
335_1-44_5,1.9108283899999996,within,81,0,81
335_1-44_5,1.9108283899999996,between,75774,1,75773
335_1-45_1,1.9879109619999995,within,32234,1,32233
335_1-45_1,1.9879109619999995,between,11497726,167,11497559
335_1-46_1,1.8565343379999997,within,8209,13,8196
335_1-46_1,1.8565343379999997,between,3854561,56,3854505
335_1-47_2,1.860943853,within,295,0,295
335_1-47_2,1.860943853,between,104735,1,104734
335_1-48_2,1.9187563379999997,within,10298,13,10285
335_1-48_2,1.9187563379999997,between,6571582,66,6571516
335_1-4_3,1.80000899,within,205,0,205
335_1-4_3,1.80000899,between,93155,0,93155
335_1-50_1,1.913719255,within,701,0,701
335_1-50_1,1.913719255,between,326059,11,326048
335_1-51_1,1.9162974849999996,within,279,0,279
335_1-51_1,1.9162974849999996,between,168936,0,168936
335_1-52_1,1.920832326,within,491,0,491
335_1-52_1,1.920832326,between,396289,4,396285
335_1-54_1,1.357448804,within,31,0,31
335_1-54_1,1.357448804,between,17474,0,17474
335_1-66_3,1.537300731,within,411,0,411
335_1-66_3,1.537300731,between,256329,0,256329
335_1-66_4,1.5317403089999997,within,261,0,261
335_1-66_4,1.5317403089999997,between,116439,0,116439
335_1-66_5,1.5302585149999997,within,24701,95,24606
335_1-66_5,1.5302585149999997,between,14837044,398,14836646
335_1-67_2,1.529730213,within,80,0,80
335_1-67_2,1.529730213,between,87445,0,87445
335_1-68_1,1.5229043379999998,within,39,0,39
335_1-68_1,1.5229043379999998,between,17466,0,17466
335_1-69_1,1.5274104709999998,within,63,0,63
335_1-69_1,1.5274104709999998,between,116637,0,116637
335_1-69_3,1.528915157,within,35,0,35
335_1-69_3,1.528915157,between,34975,0,34975
335_1-72_1,1.522997157,within,23,0,23
335_1-72_1,1.522997157,between,75832,0,75832
335_1-75_1,1.515828245,within,71,0,71
335_1-75_1,1.515828245,between,75784,0,75784
335_1-76_2,1.5266323509999995,within,347,0,347
335_1-76_2,1.5266323509999995,between,343918,0,343918
335_1-76_3,1.516431176,within,56,0,56
335_1-76_3,1.516431176,between,46624,0,46624
335_1-77_2,1.5150913869999998,within,159,0,159
335_1-77_2,1.5150913869999998,between,87366,0,87366
335_1-78_3,1.515955845,within,86,0,86
335_1-78_3,1.515955845,between,64099,0,64099
335_1-80_1,1.432640275,within,60,0,60
335_1-80_1,1.432640275,between,52455,0,52455
335_1-87_1,1.6499829079999997,within,64,0,64
335_1-87_1,1.6499829079999997,between,58286,40,58246
335_1-90_1,1.7963253339999994,within,840,0,840
335_1-90_1,1.7963253339999994,between,687690,0,687690
335_1-91_1,1.8184012159999996,within,86,0,86
335_1-91_1,1.8184012159999996,between,40759,0,40759
335_1-92_1,1.8594421999999995,within,463,0,463
335_1-92_1,1.8594421999999995,between,221267,0,221267
335_1-93_1,2.068742016,within,50,0,50
335_1-93_1,2.068742016,between,11620,0,11620
335_1-94_1,2.036307455,within,36,0,36
335_1-94_1,2.036307455,between,17469,0,17469
335_1-96_1,1.9563511819999997,within,2440,0,2440
335_1-96_1,1.9563511819999997,between,1543835,0,1543835
335_1-97_1,1.9884992629999991,within,2720,0,2720
335_1-97_1,1.9884992629999991,between,1671925,1,1671924
335_1-99_2,1.7884397899999998,within,127,0,127
335_1-99_2,1.7884397899999998,between,122408,2,122406
335_1-9_2,1.6911678799999998,within,449,0,449
335_1-9_2,1.6911678799999998,between,127921,1,127920
336_1-337_1,0.1859524770000001,within,25,0,25
336_1-337_1,0.1859524770000001,between,4991,14,4977
336_1-338_1,0.17812774200000026,within,1755,24,1731
336_1-338_1,0.17812774200000026,between,504333,300,504033
336_1-40_1,1.920172851,within,29,1,28
336_1-40_1,1.920172851,between,3931,10,3921
336_1-42_1,1.914853888,within,24,2,22
336_1-42_1,1.914853888,between,3804,3,3801
336_1-42_2,1.914061609,within,64,0,64
336_1-42_2,1.914061609,between,38612,75,38537
336_1-43_1,1.920650619,within,32,0,32
336_1-43_1,1.920650619,between,29272,58,29214
336_1-44_1,1.9257227569999995,within,93,0,93
336_1-44_1,1.9257227569999995,between,33171,80,33091
336_1-44_3,1.926433197,within,117,1,116
336_1-44_3,1.926433197,between,67731,168,67563
336_1-45_1,2.00589951,within,784,0,784
336_1-45_1,2.00589951,between,260048,232,259816
336_1-46_1,1.874522886,within,161,0,161
336_1-46_1,1.874522886,between,87223,107,87116
336_1-47_2,1.878932401,within,21,0,21
336_1-47_2,1.878932401,between,2355,2,2353
336_1-48_2,1.936744886,within,274,2,272
336_1-48_2,1.936744886,between,148622,224,148398
336_1-52_1,1.938820874,within,34,0,34
336_1-52_1,1.938820874,between,8942,4,8938
336_1-66_5,1.548247063,within,1287,0,1287
336_1-66_5,1.548247063,between,334917,2,334915
336_1-96_1,1.97433973,within,37,0,37
336_1-96_1,1.97433973,between,34943,1,34942
336_1-97_1,2.0064878109999995,within,123,0,123
336_1-97_1,2.0064878109999995,between,37761,91,37670
337_1-41_1,1.9518966209999995,within,75,0,75
337_1-41_1,1.9518966209999995,between,229,0,229
337_1-48_2,1.960746855,within,25,0,25
337_1-48_2,1.960746855,between,42839,1,42838
337_1-66_5,1.572249032,within,388,0,388
337_1-66_5,1.572249032,between,96398,0,96398
337_1-76_2,1.568622868,within,36,0,36
337_1-76_2,1.568622868,between,2206,0,2206
338_1-33_1,1.929257739,within,216,0,216
338_1-33_1,1.929257739,between,141642,2,141640
338_1-34_1,1.835426993,within,183,0,183
338_1-34_1,1.835426993,between,64995,0,64995
338_1-36_1,1.9473951309999995,within,250,0,250
338_1-36_1,1.9473951309999995,between,160778,1,160777
338_1-37_1,1.9409315439999997,within,427,2,425
338_1-37_1,1.9409315439999997,between,172103,7,172096
338_1-38_1,1.926822652,within,28,0,28
338_1-38_1,1.926822652,between,15308,0,15308
338_1-39_2,1.9347761999999995,within,225,0,225
338_1-39_2,1.9347761999999995,between,206811,4,206807
338_1-39_3,1.940983314,within,24,0,24
338_1-39_3,1.940983314,between,19146,0,19146
338_1-39_4,1.937678325,within,124,0,124
338_1-39_4,1.937678325,between,57386,0,57386
338_1-39_5,1.939539197,within,1238,11,1227
338_1-39_5,1.939539197,between,761728,195,761533
338_1-40_1,1.9363500849999995,within,216,0,216
338_1-40_1,1.9363500849999995,between,114804,12,114792
338_1-41_1,1.9440718859999997,within,40,0,40
338_1-41_1,1.9440718859999997,between,30632,2,30630
338_1-42_1,1.931031122,within,149,0,149
338_1-42_1,1.931031122,between,111037,4,111033
338_1-42_2,1.930238843,within,1925,0,1925
338_1-42_2,1.930238843,between,1121437,71,1121366
338_1-43_1,1.9368278530000005,within,1349,1,1348
338_1-43_1,1.9368278530000005,between,849799,71,849728
338_1-44_1,1.9418999909999992,within,2577,4,2573
338_1-44_1,1.9418999909999992,between,963591,93,963498
338_1-44_3,1.942610431,within,3891,0,3891
338_1-44_3,1.942610431,between,1966785,190,1966595
338_1-44_4,1.951172157,within,108,0,108
338_1-44_4,1.951172157,between,114912,14,114898
338_1-44_5,1.9449941719999997,within,58,0,58
338_1-44_5,1.9449941719999997,between,49784,2,49782
338_1-45_1,2.0220767439999996,within,23424,0,23424
338_1-45_1,2.0220767439999996,between,7552560,355,7552205
338_1-46_1,1.89070012,within,4948,1,4947
338_1-46_1,1.89070012,between,2533160,136,2533024
338_1-47_2,1.8951096349999996,within,103,0,103
338_1-47_2,1.8951096349999996,between,68909,2,68907
338_1-48_1,1.9577261909999997,within,66,0,66
338_1-48_1,1.9577261909999997,between,11436,0,11436
338_1-48_2,1.95292212,within,8245,58,8187
338_1-48_2,1.95292212,between,4316507,280,4316227
338_1-4_3,1.8341747719999997,within,71,0,71
338_1-4_3,1.8341747719999997,between,61273,0,61273
338_1-50_1,1.9478850369999996,within,262,0,262
338_1-50_1,1.9478850369999996,between,214442,19,214423
338_1-51_1,1.9504632669999995,within,172,0,172
338_1-51_1,1.9504632669999995,between,111014,3,111011
338_1-52_1,1.9549981079999996,within,431,2,429
338_1-52_1,1.9549981079999996,between,260281,4,260277
338_1-57_1,1.42206452,within,29,0,29
338_1-57_1,1.42206452,between,7639,0,7639
338_1-66_3,1.571466513,within,420,0,420
338_1-66_3,1.571466513,between,168276,0,168276
338_1-66_4,1.5659060910000002,within,79,0,79
338_1-66_4,1.5659060910000002,between,76601,0,76601
338_1-66_5,1.5644242970000002,within,16417,37,16380
338_1-66_5,1.5644242970000002,between,9748781,145,9748636
338_1-67_2,1.563895995,within,39,0,39
338_1-67_2,1.563895995,between,57471,0,57471
338_1-69_1,1.561576253,within,36,0,36
338_1-69_1,1.561576253,between,76644,0,76644
338_1-69_3,1.563080939,within,23,0,23
338_1-69_3,1.563080939,between,22981,0,22981
338_1-70_1,1.5638257349999998,within,38,0,38
338_1-70_1,1.5638257349999998,between,22966,0,22966
338_1-72_1,1.557162939,within,37,0,37
338_1-72_1,1.557162939,between,49805,0,49805
338_1-75_1,1.549994027,within,56,0,56
338_1-75_1,1.549994027,between,49786,0,49786
338_1-76_1,1.5601435679999998,within,45,0,45
338_1-76_1,1.5601435679999998,between,11457,0,11457
338_1-76_2,1.5607981330000005,within,101,0,101
338_1-76_2,1.5607981330000005,between,226105,4,226101
338_1-76_3,1.550596958,within,32,0,32
338_1-76_3,1.550596958,between,30640,0,30640
338_1-77_2,1.549257169,within,76,0,76
338_1-77_2,1.549257169,between,57434,0,57434
338_1-78_1,1.549757465,within,29,0,29
338_1-78_1,1.549757465,between,22975,0,22975
338_1-78_3,1.550121627,within,49,0,49
338_1-78_3,1.550121627,between,42125,0,42125
338_1-87_1,1.6841486899999996,within,69,0,69
338_1-87_1,1.6841486899999996,between,38271,160,38111
338_1-8_1,1.7300547679999998,within,37,0,37
338_1-8_1,1.7300547679999998,between,15299,0,15299
338_1-90_1,1.8304911159999997,within,615,0,615
338_1-90_1,1.8304911159999997,between,451797,0,451797
338_1-91_1,1.8525669979999992,within,41,0,41
338_1-91_1,1.8525669979999992,between,26797,0,26797
338_1-92_1,1.8936079819999996,within,147,0,147
338_1-92_1,1.8936079819999996,between,145545,7,145538
338_1-96_1,1.990516964,within,2003,3,2000
338_1-96_1,1.990516964,between,1014007,59,1013948
338_1-97_1,2.022665045,within,1767,0,1767
338_1-97_1,2.022665045,between,1098591,0,1098591
338_1-99_2,1.822605572,within,182,0,182
338_1-99_2,1.822605572,between,80332,1,80331
338_1-9_2,1.725333662,within,222,0,222
338_1-9_2,1.725333662,between,84126,2,84124
33_1-44_3,0.13675954999999984,within,43,0,43
33_1-44_3,0.13675954999999984,between,18975,2099,16876
33_1-46_1,0.245900507,within,24,0,24
33_1-46_1,0.245900507,between,24470,2479,21991
33_1-48_2,0.1914851489999996,within,73,38,35
33_1-48_2,0.1914851489999996,between,41663,4332,37331
33_1-66_5,1.8078894339999996,within,82,0,82
33_1-66_5,1.8078894339999996,between,94157,7,94150
34_1-45_1,0.5069030190000001,within,193,7,186
34_1-45_1,0.5069030190000001,between,33399,9750,23649
34_1-48_2,0.43774839499999985,within,25,1,24
34_1-48_2,0.43774839499999985,between,19151,6104,13047
34_1-66_3,1.7211009039999998,within,40,0,40
34_1-66_3,1.7211009039999998,between,708,0,708
34_1-66_5,1.7140586879999995,within,45,0,45
34_1-66_5,1.7140586879999995,between,43254,0,43254
36_1-42_2,0.142525354,within,29,17,12
36_1-42_2,0.142525354,between,12277,1857,10420
36_1-43_1,0.1491143639999999,within,25,10,15
36_1-43_1,0.1491143639999999,between,9299,2210,7089
36_1-44_1,0.15418650199999995,within,50,31,19
36_1-44_1,0.15418650199999995,between,10534,2873,7661
36_1-44_3,0.1548969419999997,within,38,16,22
36_1-44_3,0.1548969419999997,between,21550,4815,16735
36_1-45_1,0.4845251049999999,within,161,50,111
36_1-45_1,0.4845251049999999,between,82831,18036,64795
36_1-46_1,0.26403789899999985,within,41,22,19
36_1-46_1,0.26403789899999985,between,27763,6716,21047
36_1-48_2,0.20962254099999944,within,80,39,41
36_1-48_2,0.20962254099999944,between,47296,13245,34051
36_1-66_5,1.8260268259999992,within,103,0,103
36_1-66_5,1.8260268259999992,between,106871,3,106868
36_1-96_1,2.4563668989999994,within,26,0,26
36_1-96_1,2.4563668989999994,between,11104,0,11104
36_1-97_1,2.4885149799999993,within,30,0,30
36_1-97_1,2.4885149799999993,between,12024,0,12024
37_1-39_5,0.1897760309999996,within,26,14,12
37_1-39_5,0.1897760309999996,between,8929,1401,7528
37_1-42_2,0.13606176700000017,within,35,19,16
37_1-42_2,0.13606176700000017,between,13150,2077,11073
37_1-44_1,0.14772291499999968,within,26,26,0
37_1-44_1,0.14772291499999968,between,11314,2741,8573
37_1-44_3,0.14843335499999988,within,43,22,21
37_1-44_3,0.14843335499999988,between,23087,4422,18665
37_1-45_1,0.4780615179999996,within,311,145,166
37_1-45_1,0.4780615179999996,between,88609,14828,73781
37_1-46_1,0.2575743119999996,within,81,51,30
37_1-46_1,0.2575743119999996,between,29709,5834,23875
37_1-48_2,0.2031589539999996,within,91,75,16
37_1-48_2,0.2031589539999996,between,50669,11239,39430
37_1-66_5,1.8195632389999996,within,171,0,171
37_1-66_5,1.8195632389999996,between,114444,25,114419
38_1-45_1,0.46395262599999976,within,25,3,22
38_1-45_1,0.46395262599999976,between,7879,96,7783
39_1-66_5,1.811103476,within,40,0,40
39_1-66_5,1.811103476,between,20336,1,20335
39_2-39_4,0.03783556499999996,within,28,28,0
39_2-39_4,0.03783556499999996,between,782,286,496
39_2-42_2,0.17432033300000027,within,33,5,28
39_2-42_2,0.17432033300000027,between,15789,2234,13555
39_2-43_1,0.18090934300000017,within,26,15,11
39_2-43_1,0.18090934300000017,between,11962,2394,9568
39_2-44_3,0.186691921,within,63,11,52
39_2-44_3,0.186691921,between,27693,5283,22410
39_2-45_1,0.4719061739999999,within,141,44,97
39_2-45_1,0.4719061739999999,between,106563,19030,87533
39_2-46_1,0.25141896799999985,within,57,29,28
39_2-46_1,0.25141896799999985,between,35691,7191,28500
39_2-48_2,0.146810506,within,82,37,45
39_2-48_2,0.146810506,between,60830,14368,46462
39_2-66_5,1.813407895,within,222,0,222
39_2-66_5,1.813407895,between,137316,12,137304
39_2-97_1,2.4758960489999997,within,21,0,21
39_2-97_1,2.4758960489999997,between,15477,0,15477
39_3-44_3,0.1928990349999999,within,24,0,24
39_3-44_3,0.1928990349999999,between,2546,7,2539
39_4-42_2,0.17722245800000014,within,42,19,23
39_4-42_2,0.17722245800000014,between,4353,729,3624
39_4-43_1,0.18381146800000048,within,42,42,0
39_4-43_1,0.18381146800000048,between,3288,1083,2205
39_4-44_3,0.1895940460000003,within,113,91,22
39_4-44_3,0.1895940460000003,between,7597,1650,5947
39_4-45_1,0.47480829899999977,within,182,116,66
39_4-45_1,0.47480829899999977,between,29458,7543,21915
39_4-46_1,0.25432109300000016,within,42,42,0
39_4-46_1,0.25432109300000016,between,9888,2629,7259
39_4-48_2,0.14971263100000032,within,61,61,0
39_4-48_2,0.14971263100000032,between,16859,5220,11639
39_4-66_5,1.81631002,within,238,0,238
39_4-66_5,1.81631002,between,37967,14,37953
39_5-42_2,0.17908332999999965,within,158,84,74
39_5-42_2,0.17908332999999965,between,58149,8132,50017
39_5-43_1,0.18567234,within,89,50,39
39_5-43_1,0.18567234,between,44089,8184,35905
39_5-44_1,0.1907444779999996,within,86,67,19
39_5-44_1,0.1907444779999996,between,50062,10894,39168
39_5-44_3,0.1914549179999998,within,332,250,82
